workflow_run_id,customer_id,user_id,workflow_id,started_at,completed_at,run_status,run_metadata
165,10,39,wf_10_2,2026-07-08,2026-07-08 00:16:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2806}"
166,10,38,wf_10_3,2026-05-31,2026-05-31 00:31:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 2745}"
167,10,38,wf_10_4,2026-05-29,2026-05-29 01:30:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1455}"
168,10,38,wf_10_5,2026-06-01,2026-06-01 00:59:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2724}"
169,10,38,wf_10_6,2026-05-01,2026-05-01 01:59:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2516}"
170,10,38,wf_10_7,2026-04-23,2026-04-23 01:29:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1927}"
171,10,39,wf_10_8,2026-04-27,2026-04-27 01:30:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1962}"
172,10,38,wf_10_9,2026-06-05,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1901}"
173,10,38,wf_10_10,2026-04-27,2026-04-27 00:21:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2444}"
174,10,39,wf_10_11,2026-07-15,2026-07-15 01:10:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1041}"
175,11,42,wf_11_1,2026-03-08,2026-03-08 01:54:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2887}"
176,11,41,wf_11_2,2026-04-14,2026-04-14 01:23:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2704}"
177,11,42,wf_11_3,2026-03-31,2026-03-31 00:06:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 237}"
178,11,41,wf_11_4,2026-03-20,2026-03-20 01:30:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2982}"
179,11,40,wf_11_5,2026-04-15,2026-04-15 00:14:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2303}"
180,11,43,wf_11_6,2026-04-30,2026-04-30 01:34:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2215}"
181,11,45,wf_11_7,2026-03-02,2026-03-02 01:59:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 2143}"
182,11,42,wf_11_8,2026-02-08,2026-02-08 01:53:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2453}"
183,11,45,wf_11_9,2026-02-18,2026-02-18 01:34:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 148}"
184,11,42,wf_11_10,2026-05-03,2026-05-03 01:41:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 836}"
185,12,49,wf_12_1,2026-04-11,2026-04-11 01:58:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2687}"
186,12,48,wf_12_2,2026-04-06,2026-04-06 00:26:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2811}"
187,12,49,wf_12_3,2026-03-18,2026-03-18 01:24:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1113}"
188,12,50,wf_12_4,2026-05-13,2026-05-13 01:14:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2244}"
189,12,50,wf_12_5,2026-04-22,2026-04-22 00:06:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 137}"
190,12,49,wf_12_6,2026-05-02,2026-05-02 01:48:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1791}"
191,12,49,wf_12_7,2026-02-19,2026-02-19 01:13:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 612}"
192,12,48,wf_12_8,2026-05-13,2026-05-13 01:46:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1191}"
193,12,51,wf_12_9,2026-02-17,2026-02-17 00:30:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2036}"
194,12,52,wf_12_10,2026-03-23,2026-03-23 00:30:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 562}"
195,12,50,wf_12_11,2026-04-01,2026-04-01 01:43:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2909}"
196,12,49,wf_12_12,2026-02-15,2026-02-15 01:33:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2087}"
197,12,52,wf_12_13,2026-02-13,2026-02-13 01:44:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 176}"
198,12,50,wf_12_14,2026-04-24,2026-04-24 00:24:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 552}"
199,12,49,wf_12_15,2026-05-08,2026-05-08 01:07:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1600}"
200,12,49,wf_12_16,2026-04-01,2026-04-01 01:46:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 388}"
201,12,50,wf_12_17,2026-05-04,2026-05-04 00:27:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2715}"
202,12,48,wf_12_18,2026-03-26,2026-03-26 01:22:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2353}"
203,12,48,wf_12_19,2026-04-24,2026-04-24 01:10:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 254}"
204,12,51,wf_12_20,2026-05-12,2026-05-12 01:34:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 253}"
205,12,52,wf_12_21,2026-04-23,2026-04-23 01:17:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 727}"
206,12,50,wf_12_22,2026-02-19,2026-02-19 01:15:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2958}"
207,12,49,wf_12_23,2026-03-09,2026-03-09 00:46:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1532}"
208,12,47,wf_12_24,2026-03-03,2026-03-03 01:56:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2941}"
209,12,48,wf_12_25,2026-02-18,2026-02-18 00:37:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 317}"
210,12,51,wf_12_26,2026-04-30,2026-04-30 01:13:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2396}"
211,12,51,wf_12_27,2026-04-03,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1023}"
212,12,51,wf_12_28,2026-04-11,2026-04-11 01:14:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 665}"
213,12,47,wf_12_29,2026-05-05,2026-05-05 01:39:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 856}"
214,12,50,wf_12_30,2026-05-07,2026-05-07 00:52:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 663}"
215,12,50,wf_12_31,2026-04-10,2026-04-10 01:55:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1851}"
216,12,48,wf_12_32,2026-02-18,2026-02-18 01:16:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1900}"
217,12,50,wf_12_33,2026-02-16,2026-02-16 00:27:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1124}"
218,13,57,wf_13_1,2026-03-24,2026-03-24 00:57:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1102}"
219,13,53,wf_13_2,2026-03-04,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 830}"
220,13,53,wf_13_3,2026-04-05,2026-04-05 00:13:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1448}"
221,13,56,wf_13_4,2026-04-12,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1163}"
222,13,56,wf_13_5,2026-02-20,2026-02-20 01:47:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1467}"
223,13,55,wf_13_6,2026-04-13,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2854}"
224,13,54,wf_13_7,2026-04-21,2026-04-21 00:45:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1548}"
225,13,53,wf_13_8,2026-04-02,2026-04-02 00:43:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 479}"
226,13,56,wf_13_9,2026-02-10,2026-02-10 00:31:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 116}"
227,13,53,wf_13_10,2026-02-09,2026-02-09 00:39:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2651}"
228,13,56,wf_13_11,2026-03-26,2026-03-26 02:00:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 452}"
229,13,54,wf_13_12,2026-03-25,2026-03-25 01:05:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1588}"
230,13,57,wf_13_13,2026-03-07,2026-03-07 01:16:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1741}"
231,14,58,wf_14_1,2026-05-21,2026-05-21 01:13:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 942}"
232,14,58,wf_14_2,2026-03-31,2026-03-31 00:05:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 227}"
233,14,58,wf_14_3,2026-04-11,2026-04-11 00:06:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2794}"
234,14,58,wf_14_4,2026-03-25,2026-03-25 01:18:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2337}"
235,14,58,wf_14_5,2026-05-23,2026-05-23 01:11:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 2035}"
236,14,58,wf_14_6,2026-06-07,2026-06-07 00:26:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2085}"
237,14,58,wf_14_7,2026-04-16,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 2260}"
238,14,58,wf_14_8,2026-03-31,2026-03-31 01:27:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2000}"
239,15,61,wf_15_1,2026-04-11,2026-04-11 01:32:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1131}"
240,15,59,wf_15_2,2026-06-14,2026-06-14 00:21:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2949}"
241,15,59,wf_15_3,2026-04-30,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1691}"
242,15,59,wf_15_4,2026-05-24,2026-05-24 01:36:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2440}"
243,15,61,wf_15_5,2026-05-30,2026-05-30 01:06:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 113}"
244,15,61,wf_15_6,2026-04-20,2026-04-20 01:15:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1324}"
245,15,60,wf_15_7,2026-06-06,2026-06-06 01:27:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 251}"
246,15,59,wf_15_8,2026-06-16,2026-06-16 00:10:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 2691}"
247,15,61,wf_15_9,2026-06-23,2026-06-23 00:56:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1417}"
248,15,59,wf_15_10,2026-04-19,2026-04-19 01:01:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 509}"
249,15,61,wf_15_11,2026-04-28,2026-04-28 00:27:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2147}"
250,15,60,wf_15_12,2026-04-12,2026-04-12 01:46:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 754}"
251,15,61,wf_15_13,2026-04-07,2026-04-07 01:59:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1816}"
252,15,59,wf_15_14,2026-06-11,2026-06-11 01:07:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2596}"
253,16,62,wf_16_1,2026-04-12,2026-04-12 00:42:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2840}"
254,16,65,wf_16_2,2026-04-26,2026-04-26 01:35:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2274}"
255,16,67,wf_16_3,2026-05-16,2026-05-16 00:10:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2396}"
256,16,64,wf_16_4,2026-05-24,2026-05-24 00:59:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1953}"
257,16,65,wf_16_5,2026-03-19,2026-03-19 00:40:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 936}"
258,16,67,wf_16_6,2026-05-19,2026-05-19 00:47:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2091}"
259,16,67,wf_16_7,2026-04-25,2026-04-25 00:26:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 846}"
260,16,63,wf_16_8,2026-03-02,2026-03-02 01:30:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1936}"
261,17,73,wf_17_1,2026-03-18,2026-03-18 01:07:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2831}"
262,17,74,wf_17_2,2026-04-19,2026-04-19 00:41:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 671}"
263,17,70,wf_17_3,2026-05-05,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1285}"
264,17,69,wf_17_4,2026-04-16,2026-04-16 00:27:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1235}"
